,game_id,team,net_pass_yds,net_rush_yds,time_of_possession,net_pen_yds,fumble,interception,turnovers,num_passing_attempts,completions,completion_ratio,ypg,qbr,num_rushing_attempts,is_winner
173,2009101810,NE,426,200,2374.0,15.0,0.0,0.0,0.0,47.0,38.0,0.8085106382978723,626,149.77836879432624,27,True
174,2009101811,NYJ,96,318,1945.0,25.0,1.0,6.0,7.0,32.0,10.0,0.3125,414,-37.5,40,False
175,2009101811,BUF,154,142,1822.0,15.0,0.0,1.0,1.0,32.0,15.0,0.46875,296,58.59375,42,True
176,2009101812,ATL,185,69,1258.0,0.0,2.0,2.0,4.0,33.0,19.0,0.5757575757575758,254,68.37121212121214,22,True
177,2009101812,CHI,290,83,2033.0,0.0,2.0,2.0,4.0,45.0,27.0,0.6,373,75.2314814814815,23,False
178,2009101900,SD,238,73,1761.0,19.0,4.0,0.0,4.0,38.0,20.0,0.5263157894736842,311,80.81140350877193,21,False
179,2009101900,DEN,227,101,1665.0,4.0,1.0,0.0,1.0,30.0,20.0,0.6666666666666666,328,111.38888888888887,33,True
180,2009102506,TB,151,89,1591.0,15.0,1.0,3.0,4.0,32.0,11.0,0.34375,240,21.744791666666664,26,False
181,2009102506,NE,307,110,1961.0,0.0,0.0,2.0,2.0,33.0,23.0,0.696969696969697,417,103.97727272727273,26,True
182,2009102505,IND,235,157,1868.0,0.0,1.0,0.0,1.0,34.0,23.0,0.6764705882352942,392,116.66666666666667,25,True
183,2009102505,STL,117,155,1588.0,0.0,0.0,1.0,1.0,28.0,14.0,0.5,272,46.279761904761905,30,False
184,2009102504,MIN,297,90,2026.0,33.0,1.0,1.0,2.0,55.0,34.0,0.6181818181818182,387,68.52272727272727,22,True
185,2009102504,PIT,153,106,1354.0,0.0,2.0,0.0,2.0,28.0,14.0,0.5,259,78.42261904761904,20,False
186,2009102503,SD,268,138,1847.0,0.0,0.0,0.0,0.0,30.0,18.0,0.6,406,122.6388888888889,33,True
187,2009102503,KC,82,121,1606.0,15.0,0.0,2.0,2.0,29.0,11.0,0.3793103448275862,203,28.23275862068966,31,False
188,2009102502,HOU,246,91,1739.0,15.0,1.0,0.0,1.0,32.0,20.0,0.625,337,107.03125,26,True
189,2009102502,SF,238,59,1763.0,0.0,0.0,0.0,0.0,33.0,21.0,0.6363636363636364,297,115.46717171717171,19,False
190,2009102501,CLE,81,58,1329.0,25.0,3.0,1.0,4.0,31.0,12.0,0.3870967741935484,139,31.787634408602152,21,False
191,2009102501,GB,258,202,2162.0,30.0,0.0,0.0,0.0,22.0,16.0,0.7272727272727273,460,157.00757575757575,41,True
192,2009102508,OAK,144,119,1411.0,0.0,2.0,2.0,4.0,33.0,16.0,0.48484848484848486,263,35.41666666666667,19,False
193,2009102508,NYJ,131,317,1755.0,0.0,3.0,0.0,3.0,16.0,9.0,0.5625,448,103.90625,53,True
194,2009102507,CAR,309,116,1975.0,3.0,0.0,3.0,3.0,45.0,27.0,0.6,425,52.916666666666664,25,False
195,2009102507,BUF,114,56,1458.0,0.0,0.0,0.0,0.0,24.0,11.0,0.4583333333333333,170,73.95833333333334,27,True
196,2009102510,NO,276,138,1886.0,0.0,2.0,3.0,5.0,43.0,22.0,0.5116279069767442,414,50.145348837209305,27,False
197,2009102510,MIA,197,137,1425.0,35.0,1.0,2.0,3.0,39.0,18.0,0.46153846153846156,334,40.22435897435898,30,True
198,2009102509,ATL,174,124,1851.0,0.0,3.0,2.0,5.0,39.0,19.0,0.48717948717948717,298,56.99786324786324,26,False
199,2009102509,DAL,299,117,1416.0,10.0,2.0,0.0,2.0,31.0,21.0,0.6774193548387096,416,130.9811827956989,25,True
200,2009102500,CIN,233,215,2206.0,0.0,0.0,0.0,0.0,24.0,20.0,0.8333333333333334,448,181.42361111111114,45,True
201,2009102500,CHI,244,35,1318.0,14.0,3.0,3.0,6.0,39.0,27.0,0.6923076923076923,279,62.33974358974358,12,False
202,2009102511,ARI,216,75,1734.0,15.0,2.0,1.0,3.0,38.0,20.0,0.5263157894736842,291,67.43421052631578,19,True
203,2009102511,NYG,220,108,1819.0,1.0,1.0,3.0,4.0,40.0,19.0,0.475,328,41.66666666666667,25,False
